REPORT_DATE,AGE_GROUP,ENGAGEMENT_CATEGORY,CITYWIDE_COUNT
06/04/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,20
06/04/2020,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
06/04/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,48
06/04/2020,18-20 Years,TEMPORARILY EXEMPT,239
06/04/2020,18-20 Years,UNDERCARE AWAITING SCHEDULING,379
06/04/2020,18-20 Years,UNENGAGED,6
06/04/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,47
06/04/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
06/04/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,5
06/04/2020,18-20 Years,WELLNESS/REHAB PROGRAM,16
06/04/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,84
06/04/2020,21-24 Years,ASSIGNED JOB SEARCH,1347
06/04/2020,21-24 Years,AWAITING CONCILIATION SCHED.,3
06/04/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,94
06/04/2020,21-24 Years,CHILD UNDER 3 MONTHS,8
06/04/2020,21-24 Years,DASIS CASES,467
06/04/2020,21-24 Years,EDUCATION/TRAINING,552
06/04/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,99
06/04/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,128
06/04/2020,21-24 Years,EMPLOYMENT-BUDGETED,819
06/04/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,61
06/04/2020,21-24 Years,FAIR HEARING (CONTESTING),26
06/04/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),9
06/04/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,3330
06/04/2020,21-24 Years,NEEDED AT HOME,91
06/04/2020,21-24 Years,OTHER WORK ACTIVITY,78
06/04/2020,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
06/04/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,458
06/04/2020,21-24 Years,RECEIVING SSI,39
06/04/2020,21-24 Years,SANCTION IN EFFECT,275
06/04/2020,21-24 Years,SSI PENDING/APPEALING,75
06/04/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,60
06/04/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,49
06/04/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,156
06/04/2020,21-24 Years,TEMPORARILY EXEMPT,799
06/04/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,1116
06/04/2020,21-24 Years,UNENGAGED,16
06/04/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,432
06/04/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,40
06/04/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,6
06/04/2020,21-24 Years,WELLNESS/REHAB PROGRAM,123
05/05/2020,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
05/05/2020,16-17 Years,DASIS CASES,2
05/05/2020,16-17 Years,EDUCATION/TRAINING,1
05/05/2020,16-17 Years,EMPLOYMENT-BUDGETED,10
05/05/2020,16-17 Years,STUDENT OVER AGE 15,29
05/05/2020,18-20 Years,ACTIVE SINGLE ISSUE CASES,58
05/05/2020,18-20 Years,ASSIGNED JOB SEARCH,277
05/05/2020,18-20 Years,AWAITING CONCILIATION SCHED.,23
05/05/2020,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,11
05/05/2020,18-20 Years,CHILD UNDER 3 MONTHS,2
05/05/2020,18-20 Years,DASIS CASES,40
05/05/2020,18-20 Years,EDUCATION/TRAINING,490
05/05/2020,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,16
05/05/2020,18-20 Years,EMPLOYMENT- GRANT DIVERSION,25
05/05/2020,18-20 Years,EMPLOYMENT-BUDGETED,113
05/05/2020,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,14
05/05/2020,18-20 Years,FAIR HEARING (CONTESTING),4
05/05/2020,18-20 Years,FAIR HEARING (NOT CONTESTING),3
05/05/2020,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,345
05/05/2020,18-20 Years,NEEDED AT HOME,18
05/05/2020,18-20 Years,OTHER WORK ACTIVITY,56
05/05/2020,18-20 Years,PENDING WECARE SCHEDULING/OUT,99
05/05/2020,18-20 Years,PREGNANT,1
05/05/2020,18-20 Years,RECEIVING SSI,9
05/05/2020,18-20 Years,SANCTION IN EFFECT,49
05/05/2020,18-20 Years,SSI PENDING/APPEALING,16
05/05/2020,18-20 Years,STUDENT OVER AGE 15,175
05/05/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,20
05/05/2020,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
05/05/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,29
05/05/2020,18-20 Years,TEMPORARILY EXEMPT,223
05/05/2020,18-20 Years,UNDERCARE AWAITING SCHEDULING,388
05/05/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,49
05/05/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
05/05/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,7
05/05/2020,18-20 Years,WELLNESS/REHAB PROGRAM,19
05/05/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,304
05/05/2020,21-24 Years,ASSIGNED JOB SEARCH,1396
05/05/2020,21-24 Years,AWAITING CONCILIATION SCHED.,58
05/05/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,86
05/05/2020,21-24 Years,CHILD UNDER 3 MONTHS,11
05/05/2020,21-24 Years,CONCILIATION/CONFERENCE,2
05/05/2020,21-24 Years,DASIS CASES,477
05/05/2020,21-24 Years,EDUCATION/TRAINING,586
05/05/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,98
05/05/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,153
05/05/2020,21-24 Years,EMPLOYMENT-BUDGETED,817
05/05/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,67
05/05/2020,21-24 Years,FAIR HEARING (CONTESTING),25
05/05/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),11
05/05/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,1269
05/05/2020,21-24 Years,NEEDED AT HOME,94
05/05/2020,21-24 Years,OTHER WORK ACTIVITY,79
05/05/2020,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
05/05/2020,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
05/05/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,434
05/05/2020,21-24 Years,RECEIVING SSI,36
05/05/2020,21-24 Years,SANCTION IN EFFECT,320
05/05/2020,21-24 Years,SSI PENDING/APPEALING,82
05/05/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,67
05/05/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,48
05/05/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,109
05/05/2020,21-24 Years,TEMPORARILY EXEMPT,756
05/05/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,1211
05/05/2020,21-24 Years,UNENGAGED,10
05/05/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,391
05/05/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,38
05/05/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,9
05/05/2020,21-24 Years,WELLNESS/REHAB PROGRAM,181
04/06/2020,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
04/06/2020,16-17 Years,DASIS CASES,2
04/06/2020,16-17 Years,EMPLOYMENT-BUDGETED,10
04/06/2020,16-17 Years,STUDENT OVER AGE 15,31
04/06/2020,18-20 Years,ACTIVE SINGLE ISSUE CASES,48
04/06/2020,18-20 Years,ASSIGNED JOB SEARCH,233
04/06/2020,18-20 Years,AWAITING CONCILIATION SCHED.,8
04/06/2020,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,422
04/06/2020,18-20 Years,CHILD UNDER 3 MONTHS,5
04/06/2020,18-20 Years,CONCILIATION/CONFERENCE,1
04/06/2020,18-20 Years,DASIS CASES,45
04/06/2020,18-20 Years,EDUCATION/TRAINING,409
04/06/2020,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,12
04/06/2020,18-20 Years,EMPLOYMENT- GRANT DIVERSION,27
04/06/2020,18-20 Years,EMPLOYMENT-BUDGETED,103
04/06/2020,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,16
04/06/2020,18-20 Years,FAIR HEARING (CONTESTING),4
04/06/2020,18-20 Years,FAIR HEARING (NOT CONTESTING),5
04/06/2020,18-20 Years,FTR/FTC,4
04/06/2020,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,90
04/06/2020,18-20 Years,NEEDED AT HOME,19
04/06/2020,18-20 Years,NOI ISSUED,6
04/06/2020,18-20 Years,OTHER WORK ACTIVITY,58
04/06/2020,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
04/06/2020,18-20 Years,PENDING WECARE SCHEDULING/OUT,49
04/06/2020,18-20 Years,RECEIVING SSI,11
04/06/2020,18-20 Years,SANCTION IN EFFECT,55
04/06/2020,18-20 Years,SSI PENDING/APPEALING,18
04/06/2020,18-20 Years,STUDENT OVER AGE 15,198
04/06/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,15
04/06/2020,18-20 Years,SUBSTANCE ABUSE TREATMENT,3
04/06/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,23
04/06/2020,18-20 Years,TEMPORARILY EXEMPT,14
04/06/2020,18-20 Years,UNDERCARE AWAITING SCHEDULING,157
04/06/2020,18-20 Years,UNENGAGED,3
04/06/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,74
04/06/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,3
04/06/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,7
04/06/2020,18-20 Years,WELLNESS/REHAB PROGRAM,30
04/06/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,224
04/06/2020,21-24 Years,ASSIGNED JOB SEARCH,1193
04/06/2020,21-24 Years,AWAITING CONCILIATION SCHED.,21
04/06/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1199
04/06/2020,21-24 Years,CHILD UNDER 3 MONTHS,23
04/06/2020,21-24 Years,CONCILIATION/CONFERENCE,7
04/06/2020,21-24 Years,DASIS CASES,460
04/06/2020,21-24 Years,EDUCATION/TRAINING,473
04/06/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,80
04/06/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,170
04/06/2020,21-24 Years,EMPLOYMENT-BUDGETED,789
04/06/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,89
04/06/2020,21-24 Years,FAIR HEARING (CONTESTING),28
04/06/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),15
04/06/2020,21-24 Years,FTR/FTC,18
04/06/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,179
04/06/2020,21-24 Years,NEEDED AT HOME,96
04/06/2020,21-24 Years,NOI ISSUED,14
04/06/2020,21-24 Years,OTHER WORK ACTIVITY,80
04/06/2020,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
04/06/2020,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
04/06/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,203
04/06/2020,21-24 Years,RECEIVING SSI,31
04/06/2020,21-24 Years,SANCTION IN EFFECT,366
04/06/2020,21-24 Years,SSI PENDING/APPEALING,79
04/06/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,82
04/06/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,42
04/06/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,101
04/06/2020,21-24 Years,TEMPORARILY EXEMPT,145
04/06/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,369
04/06/2020,21-24 Years,UNENGAGED,7
04/06/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,481
04/06/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,53
04/06/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,10
04/06/2020,21-24 Years,WELLNESS/REHAB PROGRAM,235
03/04/2020,16-17 Years,DASIS CASES,2
03/04/2020,16-17 Years,EMPLOYMENT-BUDGETED,10
03/04/2020,16-17 Years,STUDENT OVER AGE 15,35
03/04/2020,18-20 Years,ACTIVE SINGLE ISSUE CASES,86
03/04/2020,18-20 Years,ASSIGNED JOB SEARCH,217
03/04/2020,18-20 Years,AWAITING CONCILIATION SCHED.,14
03/04/2020,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,368
03/04/2020,18-20 Years,CHILD UNDER 3 MONTHS,6
03/04/2020,18-20 Years,CONCILIATION/CONFERENCE,114
03/04/2020,18-20 Years,DASIS CASES,49
03/04/2020,18-20 Years,EDUCATION/TRAINING,384
03/04/2020,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,28
03/04/2020,18-20 Years,EMPLOYMENT- GRANT DIVERSION,34
03/04/2020,18-20 Years,EMPLOYMENT-BUDGETED,112
03/04/2020,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,30
03/04/2020,18-20 Years,FAIR HEARING (CONTESTING),4
03/04/2020,18-20 Years,FAIR HEARING (NOT CONTESTING),5
03/04/2020,18-20 Years,FTR/FTC,3
03/04/2020,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,8
03/04/2020,18-20 Years,NEEDED AT HOME,17
03/04/2020,18-20 Years,NOI ISSUED,160
03/04/2020,18-20 Years,OTHER WORK ACTIVITY,64
03/04/2020,18-20 Years,PENDING WECARE SCHEDULING/OUT,24
03/04/2020,18-20 Years,RECEIVING SSI,14
03/04/2020,18-20 Years,SANCTION IN EFFECT,68
03/04/2020,18-20 Years,SSI PENDING/APPEALING,17
03/04/2020,18-20 Years,STUDENT OVER AGE 15,214
03/04/2020,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,2
03/04/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,14
03/04/2020,18-20 Years,SUBSTANCE ABUSE TREATMENT,1
03/04/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,26
03/04/2020,18-20 Years,TEMPORARILY EXEMPT,16
03/04/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,69
03/04/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,7
03/04/2020,18-20 Years,WECARE/COMMUNITY SERVICE,1
03/04/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,11
03/04/2020,18-20 Years,WELLNESS/REHAB PROGRAM,29
03/04/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,267
03/04/2020,21-24 Years,ASSIGNED JOB SEARCH,1146
03/04/2020,21-24 Years,AWAITING CONCILIATION SCHED.,47
03/04/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1026
03/04/2020,21-24 Years,CHILD UNDER 3 MONTHS,30
03/04/2020,21-24 Years,CONCILIATION/CONFERENCE,361
03/04/2020,21-24 Years,DASIS CASES,454
03/04/2020,21-24 Years,EDUCATION/TRAINING,425
03/04/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,46
03/04/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,195
03/04/2020,21-24 Years,EMPLOYMENT-BUDGETED,742
03/04/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,147
03/04/2020,21-24 Years,FAIR HEARING (CONTESTING),27
03/04/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),28
03/04/2020,21-24 Years,FTR/FTC,21
03/04/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,17
03/04/2020,21-24 Years,NEEDED AT HOME,90
03/04/2020,21-24 Years,NOI ISSUED,330
03/04/2020,21-24 Years,OTHER WORK ACTIVITY,107
03/04/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,105
03/04/2020,21-24 Years,RECEIVING SSI,35
03/04/2020,21-24 Years,SANCTION IN EFFECT,399
03/04/2020,21-24 Years,SSI PENDING/APPEALING,74
03/04/2020,21-24 Years,STUDENT OVER AGE 15,1
03/04/2020,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,11
03/04/2020,21-24 Years,SUBSTANCE ABUSE & TRAINING,1
03/04/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,88
03/04/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,43
03/04/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,107
03/04/2020,21-24 Years,TEMPORARILY EXEMPT,145
03/04/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,1
03/04/2020,21-24 Years,UNENGAGED,2
03/04/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,404
03/04/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,91
03/04/2020,21-24 Years,WECARE/COMMUNITY SERVICE,22
03/04/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,52
03/04/2020,21-24 Years,WELLNESS/REHAB PROGRAM,220
02/04/2020,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
02/04/2020,16-17 Years,DASIS CASES,2
02/04/2020,16-17 Years,EMPLOYMENT-BUDGETED,10
02/04/2020,16-17 Years,STUDENT OVER AGE 15,35
02/04/2020,18-20 Years,ACTIVE SINGLE ISSUE CASES,67
02/04/2020,18-20 Years,ASSIGNED JOB SEARCH,184
02/04/2020,18-20 Years,AWAITING CONCILIATION SCHED.,15
02/04/2020,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,442
02/04/2020,18-20 Years,CHILD UNDER 3 MONTHS,7
02/04/2020,18-20 Years,CONCILIATION/CONFERENCE,119
02/04/2020,18-20 Years,DASIS CASES,45
02/04/2020,18-20 Years,EDUCATION/TRAINING,287
02/04/2020,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,38
02/04/2020,18-20 Years,EMPLOYMENT- GRANT DIVERSION,30
02/04/2020,18-20 Years,EMPLOYMENT-BUDGETED,117
02/04/2020,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,26
02/04/2020,18-20 Years,FAIR HEARING (CONTESTING),3
02/04/2020,18-20 Years,FAIR HEARING (NOT CONTESTING),5
02/04/2020,18-20 Years,FTR/FTC,3
02/04/2020,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,6
02/04/2020,18-20 Years,NEEDED AT HOME,14
02/04/2020,18-20 Years,NOI ISSUED,117
02/04/2020,18-20 Years,OTHER WORK ACTIVITY,59
02/04/2020,18-20 Years,PENDING WECARE SCHEDULING/OUT,22
02/04/2020,18-20 Years,RECEIVING SSI,10
02/04/2020,18-20 Years,SANCTION IN EFFECT,68
02/04/2020,18-20 Years,SSI PENDING/APPEALING,15
02/04/2020,18-20 Years,STUDENT OVER AGE 15,203
02/04/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,15
02/04/2020,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
02/04/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,26
02/04/2020,18-20 Years,TEMPORARILY EXEMPT,19
02/04/2020,18-20 Years,UNDERCARE AWAITING SCHEDULING,5
02/04/2020,18-20 Years,UNENGAGED,3
02/04/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,68
02/04/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,14
02/04/2020,18-20 Years,WECARE/COMMUNITY SERVICE,3
02/04/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,8
02/04/2020,18-20 Years,WELLNESS/REHAB PROGRAM,29
02/04/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,287
02/04/2020,21-24 Years,ASSIGNED JOB SEARCH,1110
02/04/2020,21-24 Years,AWAITING CONCILIATION SCHED.,31
02/04/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1032
02/04/2020,21-24 Years,CHILD UNDER 3 MONTHS,35
02/04/2020,21-24 Years,CONCILIATION/CONFERENCE,330
02/04/2020,21-24 Years,DASIS CASES,469
02/04/2020,21-24 Years,EDUCATION/TRAINING,335
02/04/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,51
02/04/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,186
02/04/2020,21-24 Years,EMPLOYMENT-BUDGETED,722
02/04/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,113
02/04/2020,21-24 Years,FAIR HEARING (CONTESTING),20
02/04/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),20
02/04/2020,21-24 Years,FTR/FTC,24
02/04/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,6
02/04/2020,21-24 Years,NEEDED AT HOME,97
02/04/2020,21-24 Years,NOI ISSUED,286
02/04/2020,21-24 Years,OTHER WORK ACTIVITY,108
02/04/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,110
02/04/2020,21-24 Years,RECEIVING SSI,29
02/04/2020,21-24 Years,SANCTION IN EFFECT,433
02/04/2020,21-24 Years,SSI PENDING/APPEALING,74
02/04/2020,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,5
02/04/2020,21-24 Years,SUBSTANCE ABUSE & TRAINING,1
02/04/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,91
02/04/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,52
02/04/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,101
02/04/2020,21-24 Years,TEMPORARILY EXEMPT,176
02/04/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,5
02/04/2020,21-24 Years,UNENGAGED,7
02/04/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,397
02/04/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,85
02/04/2020,21-24 Years,WECARE/COMMUNITY SERVICE,16
02/04/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,41
02/04/2020,21-24 Years,WELLNESS/REHAB PROGRAM,221
01/07/2020,16-17 Years,DASIS CASES,2
01/07/2020,16-17 Years,EMPLOYMENT-BUDGETED,11
01/07/2020,16-17 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,1
01/07/2020,16-17 Years,STUDENT OVER AGE 15,35
01/07/2020,18-20 Years,ACTIVE SINGLE ISSUE CASES,54
01/07/2020,18-20 Years,ASSIGNED JOB SEARCH,175
01/07/2020,18-20 Years,AWAITING CONCILIATION SCHED.,11
01/07/2020,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,448
01/07/2020,18-20 Years,CHILD UNDER 3 MONTHS,11
01/07/2020,18-20 Years,CONCILIATION/CONFERENCE,97
01/07/2020,18-20 Years,DASIS CASES,48
01/07/2020,18-20 Years,EDUCATION/TRAINING,243
01/07/2020,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,19
01/07/2020,18-20 Years,EMPLOYMENT- GRANT DIVERSION,28
01/07/2020,18-20 Years,EMPLOYMENT-BUDGETED,125
01/07/2020,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,30
01/07/2020,18-20 Years,FAIR HEARING (CONTESTING),1
01/07/2020,18-20 Years,FAIR HEARING (NOT CONTESTING),5
01/07/2020,18-20 Years,FTR/FTC,3
01/07/2020,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,8
01/07/2020,18-20 Years,NEEDED AT HOME,15
01/07/2020,18-20 Years,NOI ISSUED,121
01/07/2020,18-20 Years,OTHER WORK ACTIVITY,58
01/07/2020,18-20 Years,PENDING WECARE SCHEDULING/OUT,22
01/07/2020,18-20 Years,RECEIVING SSI,10
01/07/2020,18-20 Years,SANCTION IN EFFECT,78
01/07/2020,18-20 Years,SSI PENDING/APPEALING,14
01/07/2020,18-20 Years,STUDENT OVER AGE 15,305
01/07/2020,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,15
01/07/2020,18-20 Years,TEMP. INCAPACITATED - HEALTH,30
01/07/2020,18-20 Years,TEMPORARILY EXEMPT,17
01/07/2020,18-20 Years,UNDERCARE AWAITING SCHEDULING,2
01/07/2020,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,69
01/07/2020,18-20 Years,WECARE VOCATIONAL REHABILITAT,11
01/07/2020,18-20 Years,WECARE/COMMUNITY SERVICE,3
01/07/2020,18-20 Years,WECARE/CONCURRENT ACTIVITY,4
01/07/2020,18-20 Years,WELLNESS/REHAB PROGRAM,23
01/07/2020,21-24 Years,ACTIVE SINGLE ISSUE CASES,227
01/07/2020,21-24 Years,ASSIGNED JOB SEARCH,1023
01/07/2020,21-24 Years,AWAITING CONCILIATION SCHED.,61
01/07/2020,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1059
01/07/2020,21-24 Years,CHILD UNDER 3 MONTHS,32
01/07/2020,21-24 Years,CONCILIATION/CONFERENCE,345
01/07/2020,21-24 Years,DASIS CASES,464
01/07/2020,21-24 Years,EDUCATION/TRAINING,261
01/07/2020,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,57
01/07/2020,21-24 Years,EMPLOYMENT- GRANT DIVERSION,174
01/07/2020,21-24 Years,EMPLOYMENT-BUDGETED,757
01/07/2020,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,127
01/07/2020,21-24 Years,FAIR HEARING (CONTESTING),17
01/07/2020,21-24 Years,FAIR HEARING (NOT CONTESTING),16
01/07/2020,21-24 Years,FTR/FTC,27
01/07/2020,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,4
01/07/2020,21-24 Years,NEEDED AT HOME,99
01/07/2020,21-24 Years,NOI ISSUED,328
01/07/2020,21-24 Years,OTHER WORK ACTIVITY,112
01/07/2020,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
01/07/2020,21-24 Years,PENDING WECARE SCHEDULING/OUT,158
01/07/2020,21-24 Years,RECEIVING SSI,28
01/07/2020,21-24 Years,SANCTION IN EFFECT,453
01/07/2020,21-24 Years,SSI PENDING/APPEALING,65
01/07/2020,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,4
01/07/2020,21-24 Years,SUBSTANCE ABUSE & TRAINING,1
01/07/2020,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,89
01/07/2020,21-24 Years,SUBSTANCE ABUSE TREATMENT,45
01/07/2020,21-24 Years,TEMP. INCAPACITATED - HEALTH,92
01/07/2020,21-24 Years,TEMPORARILY EXEMPT,168
01/07/2020,21-24 Years,UNDERCARE AWAITING SCHEDULING,5
01/07/2020,21-24 Years,UNENGAGED,5
01/07/2020,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,387
01/07/2020,21-24 Years,WECARE VOCATIONAL REHABILITAT,80
01/07/2020,21-24 Years,WECARE/COMMUNITY SERVICE,16
01/07/2020,21-24 Years,WECARE/CONCURRENT ACTIVITY,39
01/07/2020,21-24 Years,WELLNESS/REHAB PROGRAM,195
12/04/2019,16-17 Years,DASIS CASES,3
12/04/2019,16-17 Years,EMPLOYMENT-BUDGETED,11
12/04/2019,16-17 Years,STUDENT OVER AGE 15,43
12/04/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,62
12/04/2019,18-20 Years,ASSIGNED JOB SEARCH,207
12/04/2019,18-20 Years,AWAITING CONCILIATION SCHED.,2
12/04/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,273
12/04/2019,18-20 Years,CHILD UNDER 3 MONTHS,6
12/04/2019,18-20 Years,CONCILIATION/CONFERENCE,114
12/04/2019,18-20 Years,DASIS CASES,55
12/04/2019,18-20 Years,EDUCATION/TRAINING,439
